group_id,name,category,privacy,member_count,creation_date,post_frequency,description,location,related_keywords,discovery_date,school_focus,geographic_scope,target_age_range,outreach_potential,best_contact_methods,admin_responsiveness,group_rules_strictness
fb_group_332335439,Campus Housing Learning & Support,Campus Housing,Closed,240,2023-01-13,2.09,"For students interested in Campus Housing to find roommates, study partners, and campus event information.",Asia,"['discussion', 'on-campus living', 'residence halls', 'support', 'roommates', 'resources']",2025-05-11,Professional School,State/Provincial,19-34,3.2,['Group Admin Message'],Unknown,Moderate
fb_group_487293756,engineering students Students & Social Sciences Professionals,Social Sciences,Public,945,2020-07-01,4.17,"A space for Social Sciences students to connect with peers, ask questions, and share advice on coursework and research.",Europe,"['sociology', 'opportunities', 'political science', 'discussion', 'anthropology']",2025-05-11,Not School Specific,Local,17-33,3.4,"['Group Admin Message', 'Post in Group']",High,Strict
fb_group_893603119,engineering students Help & Advice,College Life,Closed,4824,2019-09-15,5.68,"Discuss College Life events, student activities, and campus life. Share tips on balancing academics and social life.",Europe,"['engineering', 'university life', 'dorm', 'community', 'campus']",2025-05-11,Professional School,National,16-38,4.5,['Post in Group'],Medium,Strict
fb_group_942620017,engineering students Help & Advice,Education,Closed,254,2023-06-27,5.1,"This group brings together Education students, faculty, and professionals for academic discourse and support.",Asia,"['educational studies', 'resources', 'community', 'childhood education', 'support', 'engineering', 'curriculum']",2025-05-11,Community College,International,16-34,3.3,['Group Admin Message'],Low,Unknown
fb_group_499825798,engineering students Business Group,Business,Closed,9714,2019-06-26,5.76,"Supporting students and professionals in Business. Share research, ask questions, and find collaborators.",United States,"['engineering', 'marketing', 'opportunities', 'discussion', 'management', 'economics', 'collaboration']",2025-05-11,Undergraduate,Global,17-33,5.7,['Group Admin Message'],Unknown,Moderate
fb_group_144140531,engineering students Students & Communications Professionals,Communications,Closed,7730,2021-07-22,13.93,"A space for Communications students to connect with peers, ask questions, and share advice on coursework and research.",Global,"['advice', 'resources', 'discussion', 'opportunities', 'public relations', 'engineering', 'support']",2025-05-11,High School,National,16-21,5.6,"['Group Admin Message', 'Post in Group']",Medium,Moderate
fb_group_333739638,engineering students Help & Advice,Student Activities,Closed,1046,2022-08-17,6.62,A supportive community for students navigating Student Activities challenges and celebrating successes.,Europe,"['students', 'recreation', 'collaboration', 'campus engagement', 'events', 'resources', 'support']",2025-05-11,High School,National,13-18,3.6,"['Group Admin Message', 'Post in Group']",Medium,Relaxed
fb_group_936700704,Future Natural Sciences Leaders,Natural Sciences,Closed,507,2020-12-11,4.3,"A space for Natural Sciences students to connect with peers, ask questions, and share advice on coursework and research.",United States,"['advice', 'students', 'discussion', 'physics', 'lab work', 'support', 'opportunities']",2025-05-11,All Levels,National,20-37,3.3,['Member Direct Messages'],High,Strict
fb_group_540354309,Campus Housing arts students Network,Campus Housing,Closed,4097,2024-04-14,3.76,A supportive community for students navigating Campus Housing challenges and celebrating successes.,Asia,"['dorms', 'resources', 'students', 'roommates', 'opportunities', 'residence halls', 'housing options', 'support']",2025-05-11,Undergraduate,International,19-38,4.2,['Group Admin Message'],High,Strict
fb_group_724451933,Connect: Medicine arts students,Medicine,Public,6602,2023-07-10,13.82,"Supporting students and professionals in Medicine. Share research, ask questions, and find collaborators.",Europe,"['healthcare', 'collaboration', 'doctor', 'MCAT', 'opportunities']",2025-05-11,PhD,State/Provincial,18-36,6.1,"['Group Admin Message', 'Post in Group']",Medium,Strict
fb_group_587812087,arts students Help & Advice,Fine Arts,Closed,6868,2019-07-09,6.78,"A community for Fine Arts students and scholars to network, share resources, and discuss academic topics.",Global,"['opportunities', 'creative', 'resources', 'support', 'community', 'collaboration']",2025-05-11,Graduate,International,21-28,5.1,['Group Admin Message'],Medium,Moderate
fb_group_1061739234,arts students Help & Advice,Networking,Public,5997,2023-01-05,12.99,"Connect with fellow Networking professionals, share job opportunities, and discuss industry trends.",Europe,"['meetups', 'collaboration', 'community', 'contacts', 'support', 'industry events', 'resources']",2025-05-11,Undergraduate,International,19-34,5.9,"['Group Admin Message', 'Comment on Active Threads']",Low,Moderate
fb_group_597436271,Connect: Business humanities majors,Business,Closed,20428,2022-02-16,43.68,"Supporting students and professionals in Business. Share research, ask questions, and find collaborators.",Asia,"['MBA', 'management', 'support', 'resources', 'finance', 'advice']",2025-05-11,Community College,Local,18-32,7.7,['Group Admin Message'],Unknown,Relaxed
fb_group_748024386,Future Liberal Arts Leaders,Liberal Arts,Closed,4038,2022-05-21,6.41,"A space for Liberal Arts students to connect with peers, ask questions, and share advice on coursework and research.",United States,"['history', 'resources', 'opportunities', 'culture', 'support', 'discussion']",2025-05-11,Not School Specific,Regional,17-34,3.6,['Member Direct Messages'],Medium,Strict
fb_group_221992153,Communications humanities majors Network,Communications,Closed,3464,2019-05-12,2.87,"A space for Communications students to connect with peers, ask questions, and share advice on coursework and research.",Global,"['opportunities', 'community', 'digital media', 'journalism', 'media', 'broadcasting']",2025-05-11,Not School Specific,Local,18-32,3.3,['Member Direct Messages'],Medium,Unknown
fb_group_1013985371,humanities majors Students & Communications Professionals,Communications,Closed,535,2021-04-21,3.67,"A community for Communications students and scholars to network, share resources, and discuss academic topics.",Online,"['collaboration', 'media', 'resources', 'discussion', 'opportunities', 'journalism', 'public relations', 'speech']",2025-05-11,Not School Specific,International,20-34,2.6,"['Group Admin Message', 'Post in Group']",Unknown,Unknown
fb_group_215627102,Connect: Scholarships humanities majors,Scholarships,Closed,7273,2023-09-09,10.5,"For students interested in Scholarships to find roommates, study partners, and campus event information.",Europe,"['financial awards', 'opportunities', 'discussion', 'collaboration', 'support']",2025-05-11,PhD,Global,17-35,5.3,['Group Admin Message'],Low,Unknown
fb_group_372045436,Communications humanities majors Network,Communications,Closed,2309,2022-04-13,1.57,"This group brings together Communications students, faculty, and professionals for academic discourse and support.",United States,"['digital media', 'broadcasting', 'advice', 'support', 'majors', 'opportunities']",2025-05-11,Undergraduate,Regional,16-37,3.7,['Group Admin Message'],Unknown,Strict
fb_group_715192561,humanities majors Help & Advice,Career Transitions,Public,652,2019-10-18,6.22,"Support group for early-career professionals in Career Transitions. Resume reviews, interview tips, and mentorship.",Global,"['discussion', 'pivot', 'opportunities', 'community', 'changing fields', 'career change', 'transition', 'collaboration']",2025-05-11,All Levels,National,19-38,4.2,"['Group Admin Message', 'Post in Group']",Medium,Unknown
fb_group_776286280,humanities majors Community,Business,Closed,11752,2020-09-10,29.62,"A community for Business students and scholars to network, share resources, and discuss academic topics.",Europe,"['management', 'economics', 'discussion', 'support', 'resources', 'entrepreneurship', 'opportunities']",2025-05-11,Not School Specific,National,17-32,6.2,"['Group Admin Message', 'Post in Group']",Low,Relaxed
fb_group_137525079,science majors Community,Law,Public,2270,2018-12-15,5.03,"A space for Law students to connect with peers, ask questions, and share advice on coursework and research.",Europe,"['attorney', 'resources', 'LSAT', 'support', 'collaboration', 'JD', 'community']",2025-05-11,Not School Specific,National,16-34,3.8,['Group Admin Message'],Medium,Moderate
fb_group_660205370,science majors Help & Advice,Professional Development,Closed,2974,2018-10-18,5.82,A community dedicated to helping students transition into professional roles in Professional Development.,Asia,"['learning', 'skills', 'collaboration', 'training', 'discussion', 'continuing education', 'opportunities']",2025-05-11,Undergraduate,Regional,19-38,4.0,['Post in Group'],Unknown,Moderate
fb_group_973735516,science majors Success in Communications,Communications,Closed,6449,2021-06-23,9.54,"A community for Communications students and scholars to network, share resources, and discuss academic topics.",Online,"['public relations', 'community', 'digital media', 'opportunities', 'support', 'resources']",2025-05-11,Undergraduate,Regional,19-34,5.1,['Group Admin Message'],Medium,Strict
fb_group_771659728,Interview Prep Opportunities for science majors,Interview Prep,Closed,5866,2020-11-11,11.0,A community dedicated to helping students transition into professional roles in Interview Prep.,Asia,"['technical interview', 'science', 'preparation', 'collaboration', 'mock interviews']",2025-05-11,Undergraduate,Local,19-38,5.0,['Post in Group'],Unknown,Moderate
fb_group_144424728,Future College Life Leaders,College Life,Closed,28500,2020-05-28,45.36,A supportive community for students navigating College Life challenges and celebrating successes.,Global,"['resources', 'science', 'community', 'sophomore', 'university life', 'advice', 'discussion', 'college experience']",2025-05-11,Community College,National,17-38,7.8,['Group Admin Message'],Unknown,Strict
fb_group_272728729,science majors Scholarships Group,Scholarships,Closed,7708,2020-12-27,11.66,"Discuss Scholarships events, student activities, and campus life. Share tips on balancing academics and social life.",Online,"['majors', 'financial awards', 'resources', 'opportunities', 'community', 'support']",2025-05-11,Not School Specific,Local,17-35,4.8,['Group Admin Message'],Unknown,Moderate
fb_group_883155208,science majors Community,Student Organizations,Public,7364,2023-01-16,13.66,"Discuss Student Organizations events, student activities, and campus life. Share tips on balancing academics and social life.",Europe,"['advice', 'community', 'opportunities', 'majors', 'support', 'extracurricular', 'clubs', 'discussion']",2025-05-11,Community College,Regional,17-38,6.3,"['Post in Group', 'Comment on Active Threads']",Unknown,Moderate
fb_group_129080776,science majors Community,Study Abroad,Public,1824,2021-02-19,5.23,"Discuss Study Abroad events, student activities, and campus life. Share tips on balancing academics and social life.",Europe,"['resources', 'global experience', 'science', 'collaboration', 'community']",2025-05-11,Not School Specific,Regional,17-35,3.7,['Post in Group'],High,Unknown
fb_group_368678516,science majors Students & Student Organizations Professionals,Student Organizations,Public,7291,2024-02-16,11.58,A supportive community for students navigating Student Organizations challenges and celebrating successes.,Asia,"['opportunities', 'student groups', 'societies', 'community', 'extracurricular', 'collaboration']",2025-05-11,Not School Specific,State/Provincial,17-33,5.4,['Post in Group'],Low,Moderate
fb_group_1004974733,science majors Engineering Group,Engineering,Public,3667,2019-05-31,3.7,"This group brings together Engineering students, faculty, and professionals for academic discourse and support.",Asia,"['systems', 'mechanical', 'resources', 'technical', 'engineering major', 'civil', 'electrical']",2025-05-11,Graduate,Regional,20-33,4.9,"['Group Admin Message', 'Member Direct Messages']",High,Moderate
fb_group_860567935,Communications science majors Network,Communications,Closed,6532,2024-04-30,14.16,"A space for Communications students to connect with peers, ask questions, and share advice on coursework and research.",United States,"['opportunities', 'collaboration', 'speech', 'public relations', 'science']",2025-05-11,Not School Specific,Local,19-35,4.6,"['Group Admin Message', 'Post in Group']",High,Relaxed
fb_group_666759819,Liberal Arts Opportunities for science majors,Liberal Arts,Closed,1902,2024-02-16,1.23,"A space for Liberal Arts students to connect with peers, ask questions, and share advice on coursework and research.",Online,"['literature', 'resources', 'support', 'history', 'collaboration', 'majors']",2025-05-11,Not School Specific,Global,16-36,2.8,"['Group Admin Message', 'Post in Group']",Medium,Unknown
fb_group_799305703,Scholarships Opportunities for science majors,Scholarships,Closed,1145,2020-08-26,6.73,"For students interested in Scholarships to find roommates, study partners, and campus event information.",Europe,"['science', 'resources', 'majors', 'opportunities', 'advice', 'collaboration', 'discussion']",2025-05-11,Undergraduate,Regional,16-37,3.6,['Post in Group'],Medium,Unknown
fb_group_804815042,Future Engineering Leaders,Engineering,Closed,7793,2023-01-01,7.01,"A space for Engineering students to connect with peers, ask questions, and share advice on coursework and research.",United States,"['systems', 'opportunities', 'resources', 'electrical', 'support', 'majors']",2025-05-11,High School,State/Provincial,15-22,5.3,['Member Direct Messages'],Low,Moderate
fb_group_799424130,Connect: Student Organizations science majors,Student Organizations,Closed,4855,2018-11-02,4.1,"For students interested in Student Organizations to find roommates, study partners, and campus event information.",Europe,"['student groups', 'clubs', 'community', 'discussion', 'support', 'opportunities', 'societies']",2025-05-11,Undergraduate,State/Provincial,18-38,4.4,"['Group Admin Message', 'Post in Group']",Medium,Moderate
